Continent,Country,Year,Life Expectancy,Gender,BMI,Blood Pressure,Cholesterol,Lung Cancer,Liver Cancer,Stomach Cancer,Population,Population Growth
Europe,Belgium,2005,81.8,men,26.5,129,5.46,5770,408,1040,5174.235,0.672651106
Americas,Belize,2005,72,men,26.7,127,4.5,15.2,6.51,9.13,142.662,2.571071136
Africa,Benin,2005,58.8,men,22.2,132,4.05,147,410,178,3955.402,3.085984259
Asia,Bhutan,2005,65.1,men,22.6,127,4.49,11.9,10.1,12.1,340.162,1.936164411
Europe,Bosnia and Herzegovina,2005,77.8,men,26.3,133,4.68,1590,221,363,1849.515,0.032126846
Africa,Botswana,2005,53.9,men,21.7,133,4.59,122,38.9,35.1,874.87,2.029106524
Americas,Brazil,2005,75.9,men,25.4,132,4.85,14300,3840,12500,92002.092,1.109239851
Europe,Bulgaria,2005,76.2,men,26.2,134,5.01,3080,486,1260,3740.652,-0.749950185
Africa,Burkina Faso,2005,54,men,21,131,3.89,122,655,254,6622.003,3.1041144
Africa,Burundi,2005,54.4,men,21.4,134,3.94,87.3,130,154,3629.307,3.336174909
Asia,Cambodia,2005,65.3,men,20.6,123,4.33,866,234,384,6442.005,1.592022399
Africa,Cameroon,2005,53.8,men,23.4,130,4.06,441,1240,438,8837.179,2.778068533
Americas,Canada,2005,82.5,men,27.3,125,5.16,11700,1110,2960,15945.444,1.113934444
Africa,Central African Republic,2005,45.7,men,20.9,133,4.08,171,124,176,1995.878,2.030197877
Africa,Chad,2005,48.8,men,21.2,131,3.89,161,504,219,5031.496,3.739982429
Americas,Chile,2005,80.6,men,26.7,133,4.99,1440,420,2290,7962.875,1.049712721
Asia,China,2005,75.6,men,22.8,127,4.44,348000,297000,298000,683485.9,0.601567689
Americas,Colombia,2005,76,men,24.6,128,4.81,2330,717,3070,20901.092,1.3585605
Africa,Comoros,2005,61.8,men,21.9,133,4.2,5.81,9.37,7.35,308.012,2.429615638
Americas,Costa Rica,2005,80.5,men,26.1,128,4.66,180,95.8,420,2148.586,1.409911862
Europe,Croatia,2005,78.9,men,26.3,136,5,2510,305,751,2108.315,-0.109966854
Americas,Cuba,2005,79.9,men,24.7,129,4.4,2870,314,601,5613.215,0.089833113
Asia,Cyprus,2005,80.7,men,27.1,132,5.28,188,24.9,49.8,520.474,1.653489789
Europe,Denmark,2005,80.2,men,25.8,130,5.57,2330,221,427,2685.327,0.374123749
Africa,Djibouti,2005,59.5,men,23,132,4.64,10.7,14.8,13.5,393.626,2.034859608
Americas,Dominican Republic,2005,74.9,men,24.8,130,4.36,405,242,234,4575.667,1.415914414
Americas,Ecuador,2005,77.2,men,25.3,129,4.67,458,300,1110,6933.678,1.668621735
Africa,Egypt,2005,71.8,men,26.5,126,4.57,2140,5910,1130,38097.625,1.866023817
Americas,El Salvador,2005,74.9,men,26,125,4.49,167,107,321,2888.551,0.284234909
Africa,Equatorial Guinea,2005,55.5,men,23.3,136,4.62,16.9,28.1,8.99,397.797,5.060255601
Africa,Eritrea,2005,60.8,men,20.9,128,4.14,40.2,51.6,52.5,1410.329,3.969453381
Europe,Estonia,2005,78,men,25.9,138,5.18,559,44.7,229,629.986,-0.652553759
Africa,Ethiopia,2005,57.6,men,20,128,4.09,964,1630,1370,38074.078,2.842169925
Oceania,Fiji,2005,71.3,men,26.1,129,5.16,24.6,24.5,17.3,419.008,0.536986827
Europe,Finland,2005,82.3,men,26.5,135,5.24,1660,268,435,2574.006,0.37306405
Europe,France,2005,83.7,men,25.7,132,5.43,24400,6130,5470,29590.144,0.674810547
Africa,Gabon,2005,60.4,men,23.8,134,4.72,36.9,75,29.6,695.394,2.894963075
Africa,Gambia,2005,59.1,men,21.4,133,3.98,19.5,195,15.3,766.917,3.119188833
Asia,Georgia,2005,76.4,men,25.2,135,4.59,822,159,534,2006.77,-0.336520745
Europe,Germany,2005,82,men,27,134,5.64,35700,5130,10800,39873.471,0.00949092
Africa,Ghana,2005,59.5,men,22.5,129,3.88,313,1070,247,11019.196,2.56973622
Europe,Greece,2005,82.4,men,26.1,129,5.01,5920,1110,1320,5556.417,-0.213368609
Americas,Grenada,2005,73.8,men,24.9,131,4.49,7.13,2.64,4.42,52.493,0.486226765
Americas,Guatemala,2005,72.9,men,25,126,4.26,295,494,759,6422.517,2.353527271
Africa,Guinea,2005,53.6,men,22.3,132,3.92,256,914,250,4343.417,2.041551334
Africa,Guinea-Bissau,2005,54.3,men,21.5,131,3.88,33.7,85.1,52.9,648.96,2.399838422
Americas,Guyana,2005,68.2,men,23.6,128,4.14,21.6,13.9,22.1,373.872,0.022205041
Americas,Haiti,2005,61.1,men,23.4,129,4.09,428,123,402,4531.087,1.655692879
Americas,Honduras,2005,74,men,24.8,127,4.33,174,95.1,244,3714.932,2.449709785
Europe,Hungary,2005,77.3,men,26.8,136,5.14,6130,566,1250,4786.137,-0.314668383
Europe,Iceland,2005,82.9,men,26.9,130,5.72,68.3,7.69,27.2,147.906,1.414534808
Asia,India,2005,65.4,men,20.9,125,4.42,33700,13700,35500,597052.213,1.600057391
Asia,Indonesia,2005,69.2,men,21.6,129,4.5,8450,4590,5910,113592.387,1.420233787
Asia,Iraq,2005,71,men,26.5,127,4.83,1040,240,321,13599.537,2.330121137
Europe,Ireland,2005,81.2,men,27.4,136,5.5,1090,101,347,2067.315,2.071382795
Asia,Israel,2005,82.2,men,26.8,127,5.11,1150,143,390,3220.635,2.103746754
Europe,Italy,2005,83.6,men,26.3,131,5.29,29200,7770,10500,28295.735,0.601112923
Americas,Jamaica,2005,76.2,men,23.7,130,4.46,292,54.8,146,1357.542,0.508040394
Asia,Japan,2005,85.6,men,23.4,131,5.18,61600,29800,71600,62885.586,0.053996993
Asia,Jordan,2005,74.2,men,27.2,125,4.99,235,40.5,77.4,2974.596,3.16912705
Asia,Kazakhstan,2005,71.1,men,25.8,134,4.85,3320,711,1930,7419.259,1.073171888
Africa,Kenya,2005,57.4,men,21.4,131,4.3,272,369,834,18172.026,2.780685268
Oceania,Kiribati,2005,67.9,men,28.8,128,4.53,4.31,2.95,3.2,45.483,2.014130313
Asia,Kuwait,2005,74.6,men,28.7,128,5.22,62,32.8,21.3,1340.475,3.058840353
Europe,Latvia,2005,76.6,men,26,136,5.12,1040,75.2,388,1032.499,-1.223396063
Asia,Lebanon,2005,78.7,men,26.9,128,4.76,632,64.9,157,2390.556,3.113564173
Africa,Lesotho,2005,47.4,men,21.5,131,4.09,189,39.9,71.5,964.204,-0.324806222
Africa,Liberia,2005,55.9,men,21.8,132,3.82,38.5,209,70,1608.994,2.68016
Africa,Libya,2005,73.7,men,26.3,135,4.65,486,81.1,88.6,2989.68,1.394750988
Europe,Lithuania,2005,77.7,men,26.5,137,5.16,1360,106,575,1553.573,-1.259007666
Europe,Luxembourg,2005,81.8,men,27.1,132,5.61,204,30.5,54.2,225.935,1.403905622
Africa,Madagascar,2005,62.5,men,21.3,133,4.22,185,274,295,9130.493,3.002815559
Africa,Malawi,2005,51.4,men,21.7,134,4.21,146,234,133,6214.591,2.597192267
Asia,Malaysia,2005,75.8,men,24.4,127,4.97,2320,879,587,13168.052,2.13211584
Asia,Maldives,2005,75.8,men,22.8,128,4.61,11.8,7.06,3.38,166.948,3.339461353
Africa,Mali,2005,52.7,men,21.5,127,3.97,133,1080,355,6358.115,3.366100564
Europe,Malta,2005,80.6,men,27.5,132,5.36,123,8.65,30.9,200.69,0.438910381
Africa,Mauritania,2005,62.3,men,22.4,132,4.16,44.3,162,44.1,1508.076,2.944838546
Africa,Mauritius,2005,75.8,men,24.8,134,4.93,89.6,22.4,56.1,605.62,0.529355229
Americas,Mexico,2005,77.8,men,27.1,126,4.91,4860,2180,4040,51836.847,1.372624629
Asia,Mongolia,2005,69.1,men,24.4,136,4.69,274,666,422,1256.92,1.127030715
Europe,Montenegro,2005,76.2,men,26.3,135,4.98,276,27,41,303.41,0.168041703
Africa,Morocco,2005,72.9,men,25.3,127,4.56,2510,218,563,15045.104,1.068164548
Africa,Mozambique,2005,53,men,21.6,136,4.31,246,858,422,9848.006,3.02612916
Asia,Myanmar,2005,65.6,men,21,125,4.27,6520,1080,1830,23671.965,0.755201188
Africa,Namibia,2005,55.3,men,22.2,135,4.45,30.5,13.3,16.5,935.004,1.625456905
Asia,Nepal,2005,66.8,men,20.7,125,4.2,662,284,733,12787.936,1.290421718
Europe,Netherlands,2005,81.5,men,25.7,132,5.41,7970,464,2030,8116.075,0.518291101
Oceania,New Zealand,2005,81.8,men,27.4,128,5.28,1020,151,275,2025.748,1.346839922
Americas,Nicaragua,2005,74.9,men,25.5,128,4.35,102,99.2,167,2684.139,1.328221884
Africa,Niger,2005,53.8,men,21,138,3.83,178,615,283,6783.454,3.889873996
Africa,Nigeria,2005,49,men,22.7,132,3.76,1850,12700,1160,70120.845,2.652926936
Europe,Norway,2005,82.3,men,26.6,135,5.44,1460,105,369,2298.246,0.815827707
Asia,Oman,2005,76.6,men,25.9,130,4.96,39.7,31.3,31.3,1420.351,3.427708426
Asia,Pakistan,2005,64.8,men,22.2,126,4.49,11800,2740,3860,82676.228,2.303820597
Americas,Panama,2005,78.8,men,25.9,129,4.72,184,51.4,200,1676.03,1.832651119
Oceania,Papua New Guinea,2005,65.9,men,24.8,122,4.63,336,116,221,3303.213,2.22238108
Americas,Paraguay,2005,73.4,men,25.3,130,4.66,398,62,262,2957.126,1.65553614
Americas,Peru,2005,75.2,men,24.5,125,4.69,952,618,1860,13892.797,0.881039163
Asia,Philippines,2005,71.1,men,22.7,126,4.69,7120,2750,1240,43386.652,1.914824062
Europe,Poland,2005,79.3,men,26.4,134,5.27,16900,882,4090,18577.002,-0.131135326
Europe,Portugal,2005,81.8,men,26.5,135,5.22,3020,536,1950,5079.966,0.32332766
Asia,Qatar,2005,78.4,men,27.7,131,5.19,26.7,16.6,12.6,584.646,18.36616525
Europe,Romania,2005,76,men,25.1,133,4.89,7350,1420,2620,10438.576,-0.822647749
Africa,Rwanda,2005,56.6,men,22.3,135,4.08,76.2,139,118,4325.703,1.865231947
Oceania,Samoa,2005,74.4,men,29.9,132,4.49,4.59,4.04,5.6,93.129,0.50723621
Africa,Sao Tome and Principe,2005,66.5,men,23.1,136,3.95,7.23,0.95,5.57,77.938,2.555397653
Asia,Saudi Arabia,2005,74.7,men,27.5,129,4.71,497,602,248,13260.921,3.407710233
Africa,Senegal,2005,62,men,21.7,132,4.08,194,509,236,5417.453,2.498060703
Europe,Serbia,2005,75.7,men,26.3,137,4.91,4360,494,1040,4501.07,-0.546334833
Africa,Seychelles,2005,77,men,25.1,136,5.24,8.69,2.4,3.1,44.299,1.768935652
Africa,Sierra Leone,2005,44.7,men,22.2,134,3.81,100,292,141,2805.033,3.928218124
Asia,Singapore,2005,82.8,men,23.8,128,5.13,738,323,359,2156.06,2.171123339
Europe,Slovenia,2005,81.2,men,27.2,136,5.21,918,103,318,975.494,0.322514958
Oceania,Solomon Islands,2005,67.5,men,26.8,125,4.45,27,21.4,16.4,240.063,2.335187672
Africa,Somalia,2005,54,men,21.8,132,4.22,90.5,133,168,5226.471,3.101118959
Africa,South Africa,2005,55.1,men,25.9,133,4.45,3870,1350,1120,23607.459,1.252296757
Europe,Spain,2005,83.8,men,27.2,130,5.27,19700,3230,5920,21715.842,1.73362555
Asia,Sri Lanka,2005,77.7,men,21.7,128,4.48,837,269,483,9638.477,0.563306101
Africa,Sudan,2005,62.3,men,22.1,132,4.49,896,934,605,15515.205,2.382744601
Americas,Suriname,2005,72.4,men,25.1,129,4.52,32.8,14.4,15.3,251.921,1.149937564
Europe,Sweden,2005,82.7,men,26.1,132,5.24,1980,351,709,4482.09,0.606635505
Europe,Switzerland,2005,83.6,men,26,131,5.35,2440,520,617,3616,0.933861524
Asia,Tajikistan,2005,70.8,men,23.5,132,4.18,156,127,393,3413.086,1.984357016
Asia,Thailand,2005,75.7,men,22.8,124,4.94,9700,11100,2060,32173.692,0.571695577
Asia,Timor-Leste,2005,65.6,men,20.6,125,4.23,28.7,13.1,14.3,502.609,2.391676802
Africa,Togo,2005,55.3,men,21.7,132,3.87,117,264,135,2776.699,2.67342208
Oceania,Tonga,2005,74.1,men,30.6,130,5.06,13.2,13.2,6.36,50.652,0.454157825
Americas,Trinidad and Tobago,2005,72.7,men,26,130,4.6,98.2,17.4,46.5,643.244,0.433903492
Africa,Tunisia,2005,76.7,men,24.8,129,4.6,1380,96.3,273,5058.303,0.731143216
Asia,Turkey,2005,76,men,26.3,125,4.71,15400,1340,4200,33419.604,1.315740848
Asia,Turkmenistan,2005,68.9,men,24.8,132,4.54,178,87.1,215,2338.888,1.081044171
Africa,Uganda,2005,54.4,men,22.2,134,4.04,333,560,395,13639.036,3.197767986
Europe,Ukraine,2005,73.4,men,25.1,136,4.8,17500,1100,9210,21750.106,-0.783559729
Asia,United Arab Emirates,2005,76.8,men,27.6,128,5.21,85.9,61,42.6,3229.499,14.71515857
Europe,United Kingdom,2005,81.2,men,27.1,133,5.46,24200,2330,6340,29517.485,0.786636383
Americas,United States,2005,80.2,men,28.2,124,5.16,117000,14100,15200,145568.081,0.929596231
Americas,Uruguay,2005,79.3,men,26.1,132,4.9,1060,65.3,460,1602.404,-0.04865318
Asia,Uzbekistan,2005,71.6,men,25,128,4.3,1200,505,1400,13130.436,1.337846692
Oceania,Vanuatu,2005,71.2,men,26.4,134,4.61,13.2,4.45,6.92,106.762,2.450867496
Asia,Yemen,2005,63.3,men,24.3,128,4.48,629,322,407,10134.482,2.898108101
Africa,Zambia,2005,51.2,men,20.4,133,4.33,138,197,273,5860.925,2.591963731
Africa,Zimbabwe,2005,46.4,men,21.9,131,4.18,343,487,330,5783.686,0.116653312
Asia,Afghanistan,2006,60.3,men,20.6,125,4.12,1080,225,923,13623.896,2.901972585
Europe,Albania,2006,78.3,men,26.2,133,4.9,659,200,295,1538.721,-0.854008602
Africa,Algeria,2006,74.6,men,24.4,130,4.68,1060,224,554,17006.259,1.432849893
Africa,Angola,2006,56.6,men,21.9,133,4.36,311,480,285,9987.68,3.612335533
Americas,Antigua and Barbuda,2006,77.1,men,25.5,133,4.75,3.82,1.77,5.18,39.314,1.770644577
Americas,Argentina,2006,78.8,men,27.3,128,5.03,7040,989,3260,19095.976,1.05099838
Asia,Armenia,2006,75.8,men,25,135,4.69,965,176,330,1390.216,-0.831318168
Oceania,Australia,2006,83.5,men,27.4,128,5.18,5980,851,1660,10248.441,1.771308618
Europe,Austria,2006,82.5,men,26.3,132,5.33,2820,634,948,4028.9,0.41975953
Asia,Azerbaijan,2006,72.3,men,25.3,132,4.51,908,287,924,4257.661,1.208802206
Americas,Bahamas,2006,77,men,27,132,5.03,25.9,8.15,18.3,160.699,1.854563202
Asia,Bahrain,2006,76.5,men,27.5,131,5.07,46.5,9.59,12.9,582.067,8.972741229
Asia,Bangladesh,2006,69.2,men,20.3,126,4.27,10900,1680,3830,72087.511,1.215806824
Americas,Barbados,2006,76.6,men,26.2,131,4.72,20.3,7.31,29.1,133.169,0.394282526
Europe,Belarus,2006,74.6,men,25.9,136,5.03,3320,226,1850,4437.815,-0.58626976
Europe,Belgium,2006,82,men,26.6,129,5.44,5730,431,1020,5211.426,0.71877292
Americas,Belize,2006,72.1,men,26.8,127,4.49,15.6,6.79,9.35,146.327,2.569009267
Africa,Benin,2006,59.2,men,22.3,132,4.06,153,420,185,4074.233,3.004271121
Asia,Bhutan,2006,65.8,men,22.6,127,4.49,12.3,10.6,12.3,345.393,1.537796697
Europe,Bosnia and Herzegovina,2006,77.9,men,26.4,133,4.68,1620,227,366,1849.596,0.004379527
Africa,Botswana,2006,55.5,men,21.8,133,4.6,124,40.2,35,894.361,2.227873856
Americas,Brazil,2006,76.2,men,25.5,132,4.85,14500,3990,12800,92970.772,1.052889102
Europe,Bulgaria,2006,76.5,men,26.3,134,5,3130,486,1260,3713.683,-0.720970569
Africa,Burkina Faso,2006,54.7,men,21.1,131,3.9,125,662,259,6829.728,3.136890756
Africa,Burundi,2006,54.8,men,21.4,134,3.95,88.2,135,153,3751.517,3.367309517
Asia,Cambodia,2006,66.2,men,20.6,123,4.34,883,242,382,6544.217,1.586648877
Africa,Cameroon,2006,54.4,men,23.5,131,4.06,449,1260,448,9084.551,2.799219072
Americas,Canada,2006,82.7,men,27.4,124,5.14,11900,1180,3020,16133.439,1.178988807
Africa,Central African Republic,2006,46.3,men,20.9,133,4.07,173,126,176,2036.099,2.015203334
Africa,Chad,2006,49.1,men,21.3,131,3.9,166,514,223,5212.28,3.59304668
Americas,Chile,2006,80.7,men,26.8,133,4.98,1470,436,2300,8047.644,1.06455269
Asia,China,2006,75.9,men,22.8,127,4.46,356000,302000,294000,687528.851,0.591519298
Americas,Colombia,2006,76.3,men,24.7,129,4.8,2420,732,3190,21171.77,1.295042383
Africa,Comoros,2006,62,men,22,134,4.19,5.98,9.65,7.47,315.525,2.439190681
Americas,Costa Rica,2006,80.6,men,26.2,128,4.66,180,100,418,2178.234,1.379884259
Europe,Croatia,2006,79.2,men,26.4,136,4.99,2520,314,732,2105.146,-0.150309607
Americas,Cuba,2006,80.2,men,24.8,129,4.39,2930,321,622,5611.447,-0.031497101
Asia,Cyprus,2006,80.9,men,27.2,131,5.26,195,26.3,50.6,528.424,1.527453821
Europe,Denmark,2006,80.4,men,25.9,130,5.55,2340,228,428,2697.277,0.44501098
Africa,Djibouti,2006,59.9,men,23.1,132,4.64,11.1,15.2,13.7,403.23,2.43987948
Americas,Dominican Republic,2006,75.1,men,24.9,130,4.37,414,244,240,4636.859,1.337335081
Americas,Ecuador,2006,77.4,men,25.4,129,4.67,466,310,1130,7049.392,1.668868961
Africa,Egypt,2006,72,men,26.6,126,4.56,2230,6200,1170,38792.844,1.824835538
Americas,El Salvador,2006,75.2,men,26.1,126,4.49,170,110,322,2896.303,0.26836985
Africa,Equatorial Guinea,2006,55.8,men,23.4,136,4.64,17.4,29.4,8.89,418.512,5.20742992
Africa,Eritrea,2006,61.6,men,20.9,128,4.13,41.7,53.1,53.9,1456.46,3.270938909
Europe,Estonia,2006,78.4,men,26,138,5.18,567,46,235,626.964,-0.4796932
Africa,Ethiopia,2006,58.8,men,20.1,129,4.1,998,1680,1360,39143.932,2.809927531
Oceania,Fiji,2006,71.6,men,26.2,130,5.16,25.3,25.9,18.2,422.455,0.822657324
Europe,Finland,2006,82.6,men,26.6,135,5.22,1680,278,435,2584.452,0.40582656
Europe,France,2006,83.9,men,25.7,132,5.41,24900,6240,5490,29776.778,0.630730286
Africa,Gabon,2006,60.9,men,23.9,134,4.72,36.6,76.1,29,716.732,3.068476288
Africa,Gambia,2006,59.6,men,21.4,133,3.99,20,201,15.7,790.378,3.059131562
Asia,Georgia,2006,76.4,men,25.3,135,4.6,828,164,547,1997.211,-0.476337597
Europe,Germany,2006,82.1,men,27,134,5.61,35900,5310,10800,39834.754,-0.097099648
Africa,Ghana,2006,60,men,22.6,129,3.88,320,1100,234,11306.877,2.610725864
Europe,Greece,2006,82.6,men,26.2,129,5,5930,1100,1340,5528.638,-0.499944479
Americas,Grenada,2006,74,men,25,131,4.48,7.25,2.64,4.41,52.732,0.455298802
Americas,Guatemala,2006,73.3,men,25.1,126,4.25,294,511,775,6571.647,2.321986847
Africa,Guinea,2006,54.6,men,22.4,132,3.92,264,933,255,4436.812,2.150265563
Africa,Guinea-Bissau,2006,54.7,men,21.6,132,3.88,34.6,85.6,54,665.041,2.477964744
Americas,Guyana,2006,68.3,men,23.6,128,4.12,21.5,13.9,22,373.447,-0.113675269
Americas,Haiti,2006,61.6,men,23.5,129,4.08,437,126,405,4605.611,1.644726751
Americas,Honduras,2006,74.2,men,24.9,128,4.32,178,98.3,249,3803.456,2.382923833
Europe,Hungary,2006,77.5,men,26.9,136,5.13,6150,563,1250,4770.751,-0.321470113
Europe,Iceland,2006,83.1,men,27,130,5.71,70,8.16,27.4,150.454,1.722715779
Asia,India,2006,65.9,men,20.9,124,4.39,34500,14300,35700,606386.475,1.563391241
Asia,Indonesia,2006,69.4,men,21.6,129,4.51,8740,4720,6000,115204.868,1.419532631
Asia,Iraq,2006,71,men,26.6,127,4.83,1080,243,327,13865.899,1.958610797
Europe,Ireland,2006,81.5,men,27.5,135,5.47,1100,107,348,2111.195,2.122559939
Asia,Israel,2006,82.4,men,26.9,127,5.08,1180,148,393,3295.831,2.334819065
Europe,Italy,2006,83.8,men,26.3,131,5.3,29800,7880,10500,28413.404,0.415854191
Americas,Jamaica,2006,76.4,men,23.8,130,4.45,307,54.5,154,1365.004,0.549669918
Asia,Japan,2006,85.8,men,23.4,131,5.19,63700,30200,72200,62907.222,0.034405341
Asia,Jordan,2006,74.4,men,27.3,125,4.97,254,42.5,79.5,3084.896,3.708066574
Asia,Kazakhstan,2006,71.4,men,25.9,134,4.86,3270,692,1940,7496.116,1.035912077
Africa,Kenya,2006,58.8,men,21.4,131,4.31,278,382,846,18681.879,2.805702567
Oceania,Kiribati,2006,68,men,28.9,128,4.53,4.47,3.02,3.3,46.473,2.176637425
Asia,Kuwait,2006,74.6,men,28.8,128,5.19,65.2,33.3,21.6,1396.227,4.159122699
Europe,Latvia,2006,76.8,men,26.2,136,5.13,1070,76.3,400,1019.785,-1.231381338
Asia,Lebanon,2006,79.1,men,27,129,4.76,669,68.4,161,2425.053,1.443053415
Africa,Lesotho,2006,48.2,men,21.6,131,4.1,194,40.1,72.5,962.394,-0.187719611
Africa,Liberia,2006,57,men,21.8,132,3.82,40.8,213,73.6,1665.168,3.491249812
Africa,Libya,2006,73.9,men,26.4,135,4.63,507,83.5,90.7,3029.857,1.343856199
Europe,Lithuania,2006,77.8,men,26.6,137,5.15,1380,111,580,1531.62,-1.413065237
Europe,Luxembourg,2006,81.9,men,27.2,131,5.59,205,31.6,53.9,229.972,1.786797088
Africa,Madagascar,2006,63,men,21.3,133,4.22,188,281,296,9401.627,2.969543923
Africa,Malawi,2006,52.8,men,21.8,135,4.21,151,239,136,6384.079,2.727259123
Asia,Malaysia,2006,75.9,men,24.5,127,4.98,2370,916,592,13450.749,2.146839943
Asia,Maldives,2006,76.3,men,22.9,128,4.62,11.9,7.31,3.35,171.979,3.01351319
Africa,Mali,2006,53.5,men,21.6,127,3.97,135,1120,354,6576.448,3.433926565
Europe,Malta,2006,80.8,men,27.5,132,5.34,129,9.12,31.8,201.484,0.395635059
Africa,Mauritania,2006,62.5,men,22.4,132,4.16,45.4,165,44.2,1552.649,2.955620274
Africa,Mauritius,2006,76,men,24.9,134,4.93,92,23.1,59.2,608.662,0.502295169
Americas,Mexico,2006,77.9,men,27.2,126,4.92,4770,2220,4140,52588.297,1.449644497
Asia,Mongolia,2006,69.6,men,24.6,136,4.67,277,702,420,1272.209,1.216386087
Europe,Montenegro,2006,76.3,men,26.4,135,4.97,275,27.2,40.5,304.195,0.258725817
Africa,Morocco,2006,73.5,men,25.4,127,4.55,2580,224,570,15207.578,1.079912774
Africa,Mozambique,2006,53.8,men,21.7,137,4.31,258,884,434,10138.375,2.948505515
Asia,Myanmar,2006,65.9,men,21.2,125,4.29,6610,1100,1800,23828.9,0.662957215
Africa,Namibia,2006,55.6,men,22.4,136,4.45,30.1,13.9,16.2,951.209,1.733147666
Asia,Nepal,2006,67.4,men,20.7,125,4.18,678,296,743,12953.793,1.296980216
Europe,Netherlands,2006,81.8,men,25.8,131,5.39,8030,497,2060,8154.564,0.474231695
Oceania,New Zealand,2006,82,men,27.5,128,5.25,1010,160,274,2050.985,1.245811424
Americas,Nicaragua,2006,75.3,men,25.6,128,4.34,104,104,168,2719.92,1.333053169
Africa,Niger,2006,54.5,men,21.1,138,3.83,188,628,298,7047.747,3.896141995
Africa,Nigeria,2006,49.6,men,22.8,132,3.77,1860,12600,1150,71999.058,2.678537317
Europe,Norway,2006,82.5,men,26.7,135,5.42,1480,110,357,2320.99,0.989624261
Asia,Oman,2006,77,men,26,130,4.95,41.8,33.1,32.3,1472.259,3.654589605
Asia,Pakistan,2006,65,men,22.2,127,4.48,11900,2820,3860,84575.681,2.297459676
Americas,Panama,2006,79.1,men,26,129,4.72,188,54.2,209,1706.434,1.814048675
Oceania,Papua New Guinea,2006,66.2,men,24.8,122,4.62,346,120,227,3380.682,2.345262022
Americas,Paraguay,2006,73.6,men,25.3,130,4.65,411,64.6,267,3003.313,1.561888131
Americas,Peru,2006,75.5,men,24.6,125,4.68,963,633,1860,14012.369,0.860676219
Asia,Philippines,2006,71.3,men,22.7,126,4.7,7160,3050,1290,44195.243,1.863686094
Europe,Poland,2006,79.5,men,26.5,135,5.27,17000,899,4100,18560.964,-0.086332552
Europe,Portugal,2006,82.1,men,26.5,135,5.2,3060,555,1920,5090.837,0.213997495
Asia,Qatar,2006,78.5,men,27.8,131,5.18,28.4,17.7,12.9,716.572,22.56510777
Europe,Romania,2006,76.3,men,25.2,133,4.89,7410,1470,2580,10340.058,-0.943787735
Africa,Rwanda,2006,58.5,men,22.4,135,4.08,78.3,143,115,4426.493,2.330025894
Oceania,Samoa,2006,74.8,men,30.1,132,4.49,4.58,4.09,5.6,93.625,0.532594573
Africa,Sao Tome and Principe,2006,66.8,men,23.2,137,3.94,7.27,0.96,5.55,80.164,2.8561164
Asia,Saudi Arabia,2006,74.8,men,27.6,129,4.68,520,621,252,13683.609,3.187470915
Africa,Senegal,2006,62.7,men,21.8,132,4.08,202,514,241,5555.513,2.548430046
Europe,Serbia,2006,75.9,men,26.3,137,4.91,4390,498,1020,4477.65,-0.520320724
Africa,Seychelles,2006,77.1,men,25.3,136,5.24,8.6,2.52,3.09,44.987,1.553082462
Africa,Sierra Leone,2006,45.6,men,22.3,134,3.81,104,294,145,2897.187,3.285308943
Asia,Singapore,2006,83.1,men,23.8,128,5.14,766,343,378,2234.783,3.651243472
Europe,Slovenia,2006,81.5,men,27.3,136,5.19,926,106,316,981.059,0.570480187
Oceania,Solomon Islands,2006,68.1,men,26.9,126,4.45,27.9,22.2,16.9,245.432,2.236496253
Africa,Somalia,2006,54.3,men,21.8,133,4.22,92.3,136,170,5383.597,3.006349791
Africa,South Africa,2006,55.1,men,26.2,133,4.46,3950,1360,1130,23910.124,1.282073602
Europe,Spain,2006,84,men,27.3,130,5.25,20000,3320,5960,22084.46,1.697461236
Asia,Sri Lanka,2006,77.8,men,21.8,128,4.48,872,285,490,9688.299,0.516907391
