Continent,Country,Year,Life Expectancy,Gender,BMI,Blood Pressure,Cholesterol,Lung Cancer,Liver Cancer,Stomach Cancer,Population,Population Growth
Africa,Djibouti,2003,58.9,men,22.9,132,4.66,9.85,13.8,13,379.387,1.512844731
Americas,Dominican Republic,2003,74.5,men,24.5,129,4.36,390,234,225,4445.599,1.541324377
Americas,Ecuador,2003,76.8,men,25.2,129,4.69,428,283,1080,6707.332,1.704092284
Africa,Egypt,2003,71.5,men,26.3,126,4.58,1990,5330,1120,36703.21,1.92535995
Americas,El Salvador,2003,74.3,men,25.8,125,4.5,162,101,317,2871.537,0.347393552
Africa,Equatorial Guinea,2003,55,men,22.8,135,4.54,16.1,25.5,9.59,360.967,4.758684737
Africa,Eritrea,2003,59.3,men,20.8,127,4.16,35.8,48.1,49.5,1296.606,4.888123089
Europe,Estonia,2003,77.2,men,25.6,138,5.18,576,43,236,639.222,-0.830777394
Africa,Ethiopia,2003,55.6,men,19.9,127,4.1,931,1530,1360,35988.523,2.896784885
Oceania,Fiji,2003,70.9,men,25.7,129,5.16,22.3,22.1,15.6,415.48,0.193644692
Europe,Finland,2003,81.9,men,26.3,135,5.3,1640,238,443,2555.695,0.317120006
Europe,France,2003,83.3,men,25.6,132,5.49,24000,5720,5590,29185.689,0.705119322
Africa,Gabon,2003,59.9,men,23.7,135,4.72,37.7,73.5,30.2,658.047,2.568231058
Africa,Gambia,2003,58.3,men,21.2,133,3.98,18.4,184,14.7,720.852,3.202659482
Asia,Georgia,2003,76.1,men,24.9,135,4.58,787,165,478,2018.72,-0.390450565
Europe,Germany,2003,81.6,men,26.9,135,5.69,35500,4800,10800,39828.458,0.163741238
Africa,Ghana,2003,58.6,men,22.3,129,3.88,297,1010,280,10477.723,2.503878482
Europe,Greece,2003,82,men,25.9,129,5.04,5700,1120,1290,5565.947,0.246458066
Americas,Grenada,2003,73.3,men,24.7,130,4.5,6.75,2.64,4.48,51.966,0.537842439
Americas,Guatemala,2003,72.3,men,24.9,125,4.29,278,429,699,6129,2.383331613
Africa,Guinea,2003,52,men,22.1,131,3.92,249,885,244,4174.801,1.928754874
Africa,Guinea-Bissau,2003,53.6,men,21.5,131,3.89,31.4,85.8,49,619.392,2.238075509
Americas,Guyana,2003,68.1,men,23.5,127,4.16,20.4,14.1,21.5,373.29,0.178194758
Americas,Haiti,2003,60.4,men,23.3,128,4.11,417,118,399,4384.193,1.681945732
Americas,Honduras,2003,73.6,men,24.7,127,4.35,160,87.8,233,3537.044,2.586766965
Europe,Hungary,2003,76.8,men,26.6,136,5.15,6080,559,1290,4816.102,-0.308342086
Europe,Iceland,2003,82.6,men,26.6,130,5.75,65,6.88,27.1,144.174,0.955822112
Asia,India,2003,64.6,men,20.9,125,4.47,31400,12600,34900,578176.499,1.676955209
Asia,Indonesia,2003,68.7,men,21.4,128,4.5,8010,4360,5730,110433.476,1.420092836
Asia,Iraq,2003,71.1,men,26.5,127,4.84,966,229,309,12948.137,2.894329325
Europe,Ireland,2003,80.5,men,27.3,136,5.53,1070,89.6,335,1984.854,1.960351201
Asia,Israel,2003,81.7,men,26.6,127,5.17,1100,134,390,3095.189,1.793896883
Europe,Italy,2003,83.2,men,26.1,132,5.28,30100,7490,10700,27919.222,0.768165728
Americas,Jamaica,2003,75.7,men,23.6,129,4.49,309,55.5,159,1344.245,0.497536614
Asia,Japan,2003,85.3,men,23.2,131,5.19,56700,29500,70500,62806.129,0.087336803
Asia,Jordan,2003,73.8,men,27,125,5.02,198,35.6,74,2810.277,2.131020821
Asia,Kazakhstan,2003,70.5,men,25.4,134,4.84,3270,780,1830,7263.391,0.876199359
Africa,Kenya,2003,55.1,men,21.3,130,4.31,262,345,798,17206.227,2.737770823
Oceania,Kiribati,2003,67.6,men,28.5,128,4.53,4.03,2.78,3.05,43.762,1.772093023
Asia,Kuwait,2003,74.4,men,28.4,128,5.25,55.7,30.1,18.6,1275.633,1.495015686
Europe,Latvia,2003,76.2,men,25.8,136,5.12,950,70.5,371,1058.16,-1.194174513
Asia,Lebanon,2003,77.7,men,26.7,128,4.76,529,58,139,2217.412,5.45922359
Africa,Lesotho,2003,46.8,men,21.3,130,4.09,170,39,67.3,971.369,-0.390697503
Africa,Liberia,2003,54.1,men,21.7,131,3.84,36.2,212,67.8,1536.817,1.793824744
Africa,Libya,2003,73,men,26.1,133,4.7,442,77.2,84.9,2906.061,1.49607523
Europe,Lithuania,2003,77.5,men,26.3,136,5.16,1280,96.7,545,1591.29,-1.02372945
Europe,Luxembourg,2003,81.4,men,26.9,132,5.65,206,28.3,55.4,220.495,0.835974335
Africa,Madagascar,2003,61.5,men,21.2,132,4.23,177,259,291,8603.15,3.068075738
Africa,Malawi,2003,49.4,men,21.6,133,4.2,141,212,128,5911.521,2.386782167
Asia,Malaysia,2003,75.5,men,24.2,127,4.97,2130,826,568,12624.153,2.152111098
Asia,Maldives,2003,74.3,men,22.6,127,4.59,11.9,6.57,3.49,155.98,3.648771671
Africa,Mali,2003,51,men,21.3,127,3.96,128,1020,341,5954.495,3.221709219
Europe,Malta,2003,80.2,men,27.3,132,5.41,123,8.06,31.3,198.881,0.52262607
Africa,Mauritania,2003,62,men,22.2,131,4.16,43.6,159,42.1,1423.277,2.901205872
Africa,Mauritius,2003,75.5,men,24.6,133,4.92,88.9,20.6,55.8,599.08,0.597459036
Americas,Mexico,2003,77.4,men,26.9,126,4.9,4730,2030,3780,50475.626,1.271506937
Asia,Mongolia,2003,67.9,men,24.2,135,4.72,269,580,409,1230.139,0.974499022
Europe,Montenegro,2003,76.1,men,26.1,135,5.01,271,26,40.3,302.621,0.006609363
Africa,Morocco,2003,71.8,men,25.1,126,4.58,2360,204,536,14730.678,1.053369433
Africa,Mozambique,2003,51.6,men,21.4,135,4.29,225,799,401,9271.281,3.128339111
Asia,Myanmar,2003,65,men,20.8,124,4.24,6270,1030,1880,23299.378,0.915418235
Africa,Namibia,2003,55.7,men,21.9,135,4.45,30.3,12.3,16.6,906.107,1.498551072
Asia,Nepal,2003,65.5,men,20.7,125,4.23,621,250,697,12455.707,1.415973229
Europe,Netherlands,2003,81.1,men,25.5,132,5.45,8070,397,2060,8029.37,0.58623955
Oceania,New Zealand,2003,81.4,men,27.1,128,5.33,1020,132,283,1970.665,1.44356442
Americas,Nicaragua,2003,74,men,25.3,127,4.37,94.7,89.7,161,2614.216,1.349142597
Africa,Niger,2003,52.4,men,20.9,137,3.85,161,600,255,6285.689,3.864097531
Africa,Nigeria,2003,48.1,men,22.5,131,3.74,1810,12900,1180,66560.635,2.603041775
Europe,Norway,2003,81.9,men,26.4,135,5.47,1450,96.6,397,2264.873,0.542828542
Asia,Oman,2003,75.8,men,25.7,129,4.98,35.5,27.6,29.6,1333.035,2.441785314
Asia,Pakistan,2003,64.3,men,22.1,126,4.51,11400,2590,3780,78984.832,2.354623987
Americas,Panama,2003,78.4,men,25.6,129,4.73,178,47.1,189,1615.937,1.875888139
Oceania,Papua New Guinea,2003,65.3,men,24.6,122,4.63,314,109,207,3164.499,2.058258852
Americas,Paraguay,2003,73,men,25.1,130,4.7,360,59.2,253,2859.028,1.835514637
Americas,Peru,2003,74.5,men,24.4,125,4.72,947,588,1850,13645.846,0.998158165
Asia,Philippines,2003,70.8,men,22.6,126,4.69,6800,3240,1280,41751.589,2.011098532
Europe,Poland,2003,78.9,men,26.2,134,5.27,16600,869,4070,18632.151,-0.177944551
Europe,Portugal,2003,81.2,men,26.3,135,5.24,2890,502,1960,5041.878,0.500541484
Asia,Qatar,2003,78.1,men,27.4,131,5.2,20.4,12.1,10.2,439.812,6.49484611
Europe,Romania,2003,75.3,men,24.9,133,4.92,7320,1350,2710,10602.302,-0.6766573
Africa,Rwanda,2003,53.2,men,22.1,134,4.06,85.6,136,130,4185.398,1.563812651
Oceania,Samoa,2003,73.7,men,29.5,132,4.49,4.5,3.84,5.54,92.202,0.479501319
Africa,Sao Tome and Principe,2003,65.8,men,22.9,135,3.95,6.93,0.92,5.59,74.303,2.026720859
Asia,Saudi Arabia,2003,74.7,men,27.3,129,4.76,432,565,237,12380.768,3.58195644
Africa,Senegal,2003,60.8,men,21.5,131,4.09,187,510,225,5159.025,2.397100741
Europe,Serbia,2003,75.4,men,26.1,137,4.91,4240,489,1070,4551.672,-0.630383227
Africa,Seychelles,2003,76.9,men,24.9,136,5.26,8.3,2.36,3.2,42.68,2.06131331
Africa,Sierra Leone,2003,42.8,men,22,133,3.81,90.6,283,131,2582.461,4.775693457
Asia,Singapore,2003,82,men,23.8,128,5.12,694,309,330,2092.06,0.1192591
Europe,Slovenia,2003,80.6,men,27,136,5.24,901,93,326,971.306,-0.030670932
Oceania,Solomon Islands,2003,66.3,men,26.6,125,4.47,24.9,19.6,15.1,229.017,2.520748838
Africa,Somalia,2003,53.4,men,21.7,132,4.22,87.6,128,166,4912.67,3.288160738
Africa,South Africa,2003,56.2,men,25.3,132,4.43,3950,1340,1140,23032.769,1.229809707
Europe,Spain,2003,83.4,men,26.9,130,5.3,19000,3080,5780,20973.843,1.720862749
Asia,Sri Lanka,2003,77,men,21.6,128,4.47,764,230,467,9526.937,0.613761734
Africa,Sudan,2003,61.5,men,21.8,132,4.47,835,881,588,14778.501,2.641551709
Americas,Suriname,2003,71.9,men,24.9,129,4.53,31,14.1,15.1,246.187,1.163316294
Europe,Sweden,2003,82.4,men,26,133,5.29,1930,338,733,4432.829,0.39864306
Europe,Switzerland,2003,83.2,men,25.9,131,5.39,2470,489,646,3553.698,0.696862236
Asia,Tajikistan,2003,69.9,men,23.4,131,4.19,147,122,387,3283.545,1.856344042
Asia,Thailand,2003,75.1,men,22.7,124,4.91,9320,10200,1990,31795.665,0.669390747
Asia,Timor-Leste,2003,63.6,men,20.6,125,4.26,26,12,14.2,478.391,2.632143516
Africa,Togo,2003,54.7,men,21.6,132,3.88,111,263,128,2635.67,2.602961299
Oceania,Tonga,2003,73.6,men,30.3,130,5.04,12.7,12.7,6.31,50.264,0.223321104
Americas,Trinidad and Tobago,2003,72.6,men,25.8,129,4.59,95.7,17.9,46.1,637.659,0.423800884
Africa,Tunisia,2003,76.4,men,24.5,129,4.58,1360,92.5,263,4989.405,0.612539269
Asia,Turkey,2003,75.2,men,26,125,4.73,14500,1280,4340,32535.902,1.439123575
Asia,Turkmenistan,2003,68.4,men,24.6,132,4.53,182,81.4,221,2290.688,0.979693749
Africa,Uganda,2003,52.4,men,22.1,134,4.03,324,499,386,12800.059,3.270522017
Europe,Ukraine,2003,73.3,men,24.8,136,4.81,17300,1080,9110,22108.644,-0.894785361
Asia,United Arab Emirates,2003,76.4,men,27.4,128,5.24,68.8,47.2,34.5,2538.205,7.325856931
Europe,United Kingdom,2003,80.7,men,26.9,134,5.49,24500,2070,6580,29105.237,0.500738565
Americas,United States,2003,79.8,men,28,124,5.21,118000,12400,15400,142928.382,0.920628547
Americas,Uruguay,2003,79,men,26,132,4.96,1090,61.2,471,1605.382,-0.146665506
Asia,Uzbekistan,2003,71.1,men,24.9,127,4.32,1230,481,1380,12795.67,1.22977251
Oceania,Vanuatu,2003,70.5,men,26.2,134,4.63,12.4,4.13,6.64,101.626,2.547905672
Asia,Yemen,2003,62.6,men,24.1,128,4.49,579,308,411,9569.772,2.922886014
Africa,Zambia,2003,48.9,men,20.3,131,4.33,120,188,259,5570.858,2.532286254
Africa,Zimbabwe,2003,45.5,men,21.8,131,4.21,333,476,308,5784.697,-0.257963487
Asia,Afghanistan,2004,59.1,men,20.6,125,4.14,1010,207,876,12763.726,4.495361875
Europe,Albania,2004,78,men,26,133,4.91,639,202,290,1563.966,-0.690545903
Africa,Algeria,2004,73.7,men,24.2,130,4.69,999,203,547,16542.653,1.277502013
Africa,Angola,2004,54.2,men,21.7,133,4.34,298,445,288,9310.252,3.455957735
Americas,Antigua and Barbuda,2004,76.7,men,25.3,132,4.76,3.7,1.8,5.16,38.009,1.560454242
Americas,Argentina,2004,78.4,men,27.1,127,5.05,7080,972,3290,18696.321,1.096469065
Asia,Armenia,2004,75.5,men,24.6,134,4.67,879,166,316,1410.957,-0.519205455
Oceania,Australia,2004,83.2,men,27.1,129,5.24,5880,742,1600,9918.667,1.304956643
Europe,Austria,2004,82.1,men,26.1,132,5.38,2750,606,923,3993.099,0.521272825
Asia,Azerbaijan,2004,71.2,men,24.9,131,4.5,859,273,888,4156.206,1.21789091
Americas,Bahamas,2004,76.5,men,26.8,132,5.06,25.1,8.01,18.3,154.923,1.824551256
Asia,Bahrain,2004,76.1,men,27.2,131,5.08,43.6,8.63,11.9,493.191,7.712316381
Asia,Bangladesh,2004,68.1,men,20.2,126,4.29,9450,1560,3610,70244.874,1.553522294
Americas,Barbados,2004,76.3,men,26,130,4.74,19.6,7.48,28.4,132.17,0.329446772
Europe,Belarus,2004,74,men,25.6,136,5.04,3520,223,1980,4495.131,-0.780642658
Europe,Belgium,2004,81.6,men,26.4,130,5.48,5790,389,1050,5139.663,0.627770504
Americas,Belize,2004,71.8,men,26.6,127,4.51,14.8,6.61,9.38,139.086,2.586683778
Africa,Benin,2004,58.4,men,22.1,132,4.04,141,403,173,3836.993,3.163997447
Asia,Bhutan,2004,64.3,men,22.5,127,4.49,11.3,9.6,11.7,333.701,2.293551265
Europe,Bosnia and Herzegovina,2004,77.7,men,26.1,133,4.68,1560,216,357,1848.921,0.054818746
Africa,Botswana,2004,52.6,men,21.6,133,4.59,125,37.9,35.6,857.471,1.891624047
Americas,Brazil,2004,75.5,men,25.2,132,4.86,14000,3670,12400,90992.764,1.165365371
Europe,Bulgaria,2004,76,men,26.1,134,5.01,2960,479,1240,3768.917,-0.781341111
Africa,Burkina Faso,2004,53.4,men,20.9,130,3.89,120,653,248,6422.637,3.068693558
Africa,Burundi,2004,54.1,men,21.4,133,3.95,86.7,126,152,3512.136,3.286816854
Asia,Cambodia,2004,64.4,men,20.5,123,4.32,841,226,385,6341.054,1.611150371
Africa,Cameroon,2004,53.2,men,23.3,130,4.06,426,1230,422,8598.312,2.756960761
Americas,Canada,2004,82.4,men,27.2,125,5.18,11500,1050,2910,15769.779,1.055464463
Africa,Central African Republic,2004,45.3,men,20.9,133,4.08,169,124,175,1956.164,2.080418641
Africa,Chad,2004,48.7,men,21.1,131,3.88,157,498,217,4850.103,3.87249868
Americas,Chile,2004,80.5,men,26.6,133,5,1410,403,2280,7880.156,1.045298044
Asia,China,2004,75.2,men,22.7,127,4.42,326000,291000,295000,679398.856,0.613571589
Americas,Colombia,2004,75.8,men,24.5,128,4.83,2310,696,3060,20620.944,1.428123265
Africa,Comoros,2004,61.5,men,21.9,133,4.21,5.7,9.12,7.32,300.706,2.422392828
Americas,Costa Rica,2004,80.4,men,26,128,4.66,176,93.1,422,2118.714,1.44935586
Europe,Croatia,2004,78.8,men,26.2,136,5,2500,295,764,2110.636,-0.088047504
Americas,Cuba,2004,79.6,men,24.5,128,4.42,2800,309,579,5608.177,0.193574021
Asia,Cyprus,2004,80.6,men,27.1,132,5.3,174,23.2,47.4,512.008,1.777095741
Europe,Denmark,2004,79.9,men,25.7,131,5.58,2310,213,426,2675.318,0.311547505
Africa,Djibouti,2004,59.1,men,22.9,132,4.65,10.2,14.3,13.2,385.776,1.6840324
Americas,Dominican Republic,2004,74.7,men,24.6,129,4.36,396,238,229,4511.784,1.488775753
Americas,Ecuador,2004,77,men,25.3,129,4.68,442,292,1090,6819.88,1.677984629
Africa,Egypt,2004,71.7,men,26.4,126,4.58,2060,5610,1130,37399.737,1.897727746
Americas,El Salvador,2004,74.6,men,25.9,125,4.5,164,104,318,2880.364,0.307396353
Africa,Equatorial Guinea,2004,55.3,men,23,136,4.58,16.4,26.8,9.21,378.637,4.895184324
Africa,Eritrea,2004,60,men,20.8,127,4.15,37.9,49.9,51,1356.484,4.61805668
Europe,Estonia,2004,77.6,men,25.7,138,5.18,572,43.8,237,634.124,-0.797532
Africa,Ethiopia,2004,56.6,men,20,128,4.09,946,1580,1360,37021.854,2.871279269
Oceania,Fiji,2004,71.1,men,25.9,129,5.16,23.6,23.2,16,416.77,0.310484259
Europe,Finland,2004,82.1,men,26.4,135,5.27,1650,253,436,2564.439,0.342137853
Europe,France,2004,83.5,men,25.6,132,5.46,24200,5910,5520,29391.805,0.706222834
Africa,Gabon,2004,60.1,men,23.8,134,4.72,37.3,74.2,29.9,675.829,2.702238594
Africa,Gambia,2004,58.7,men,21.3,133,3.98,18.8,189,14.8,743.719,3.17221843
Asia,Georgia,2004,76.3,men,25,135,4.58,813,162,503,2013.546,-0.256301022
Europe,Germany,2004,81.8,men,26.9,135,5.67,35500,4960,10800,39869.687,0.103516435
Africa,Ghana,2004,59,men,22.4,129,3.88,305,1040,262,10743.126,2.533021726
Europe,Greece,2004,82.2,men,26,129,5.02,5820,1110,1300,5568.298,0.042238994
Americas,Grenada,2004,73.6,men,24.8,130,4.49,6.87,2.64,4.43,52.239,0.525343494
Americas,Guatemala,2004,72.6,men,25,125,4.27,287,460,727,6274.837,2.379458313
Africa,Guinea,2004,52.8,men,22.2,132,3.92,252,898,247,4256.518,1.957386711
Africa,Guinea-Bissau,2004,53.9,men,21.5,131,3.89,32.9,85.4,51.9,633.751,2.318241114
Americas,Guyana,2004,68.2,men,23.6,128,4.16,20.6,14,21.7,373.789,0.13367623
Americas,Haiti,2004,60.7,men,23.4,128,4.1,421,120,398,4457.288,1.667239558
Americas,Honduras,2004,73.8,men,24.8,127,4.34,166,91.3,239,3626.103,2.517893473
Europe,Hungary,2004,77.1,men,26.7,136,5.14,6130,562,1270,4801.245,-0.308485991
Europe,Iceland,2004,82.8,men,26.7,130,5.74,66.1,7.26,27.1,145.843,1.157628976
Asia,India,2004,65,men,20.9,125,4.44,32300,13100,35000,587649.484,1.638424429
Asia,Indonesia,2004,69,men,21.5,128,4.5,8190,4470,5810,112001.701,1.420063061
Asia,Iraq,2004,71,men,26.5,127,4.84,1000,234,315,13289.867,2.63922138
Europe,Ireland,2004,80.9,men,27.3,136,5.52,1080,95,342,2025.362,2.040855398
Asia,Israel,2004,82,men,26.7,127,5.14,1120,138,383,3154.277,1.909027203
Europe,Italy,2004,83.4,men,26.2,131,5.28,29200,7620,10400,28126.662,0.743000647
Americas,Jamaica,2004,76,men,23.6,130,4.48,300,55.1,152,1350.68,0.478707378
Asia,Japan,2004,85.5,men,23.3,131,5.18,59100,29700,71100,62851.648,0.072475411
Asia,Jordan,2004,74,men,27.1,125,5,218,37.9,76.7,2883.223,2.595687187
Asia,Kazakhstan,2004,70.8,men,25.6,134,4.84,3300,745,1890,7340.483,1.06137753
Africa,Kenya,2004,56.2,men,21.3,130,4.3,267,356,821,17680.39,2.755763945
Oceania,Kiribati,2004,67.7,men,28.6,128,4.53,4.17,2.86,3.13,44.585,1.880627028
Asia,Kuwait,2004,74.5,men,28.5,128,5.23,59.2,31.4,19.8,1300.689,1.964201302
Europe,Latvia,2004,76.4,men,25.9,136,5.12,975,72.8,371,1045.287,-1.216545702
Asia,Lebanon,2004,78.2,men,26.8,128,4.76,584,61.5,149,2318.372,4.553055544
Africa,Lesotho,2004,46.9,men,21.4,130,4.09,181,39.4,70.1,967.346,-0.414157751
Africa,Liberia,2004,54.9,men,21.7,132,3.83,37.1,209,68.4,1566.996,1.963734134
Africa,Libya,2004,73.3,men,26.2,134,4.67,464,79.1,86.9,2948.555,1.462254233
Europe,Lithuania,2004,77.6,men,26.4,136,5.16,1280,101,547,1573.382,-1.125376267
Europe,Luxembourg,2004,81.6,men,27,132,5.63,203,29.3,54.6,222.807,1.048549854
Africa,Madagascar,2004,62,men,21.2,133,4.23,181,266,293,8864.314,3.035678792
Africa,Malawi,2004,50.3,men,21.7,134,4.21,144,222,131,6057.272,2.46554144
Asia,Malaysia,2004,75.6,men,24.3,127,4.97,2220,852,569,12893.155,2.130851868
Asia,Maldives,2004,75.1,men,22.7,127,4.6,11.8,6.81,3.39,161.553,3.572893961
Africa,Mali,2004,51.9,men,21.4,127,3.96,130,1050,348,6151.064,3.301186751
Europe,Malta,2004,80.4,men,27.4,132,5.38,122,8.34,30.9,199.813,0.46862194
Africa,Mauritania,2004,62.1,men,22.3,132,4.16,44,161,43.4,1464.936,2.926977672
Africa,Mauritius,2004,75.6,men,24.7,134,4.92,89.4,21.5,54.6,602.431,0.559357682
Americas,Mexico,2004,77.6,men,27,126,4.91,4730,2100,3860,51134.956,1.306234419
Asia,Mongolia,2004,68.5,men,24.3,135,4.7,271,621,416,1242.912,1.038337944
Europe,Montenegro,2004,76.1,men,26.2,135,4.99,273,26.5,40.7,302.901,0.092524973
Africa,Morocco,2004,72.3,men,25.2,127,4.57,2430,210,548,14886.096,1.055063453
Africa,Mozambique,2004,52.3,men,21.5,136,4.3,235,827,409,9558.746,3.100596347
Asia,Myanmar,2004,65.3,men,20.9,124,4.25,6400,1050,1860,23494.534,0.837601759
Africa,Namibia,2004,55.3,men,22.1,135,4.45,30.6,12.8,16.6,920.049,1.538670378
Asia,Nepal,2004,66.2,men,20.7,125,4.21,641,267,713,12625.02,1.359320671
Europe,Netherlands,2004,81.3,men,25.6,132,5.43,8080,429,2070,8074.227,0.558661514
Oceania,New Zealand,2004,81.6,men,27.3,128,5.3,1030,141,279,1998.827,1.429060749
Americas,Nicaragua,2004,74.5,men,25.4,128,4.37,98.5,94.3,165,2648.955,1.328849644
Africa,Niger,2004,53,men,21,137,3.84,168,607,267,6529.466,3.878286056
Africa,Nigeria,2004,48.5,men,22.6,131,3.75,1830,12800,1170,68308.666,2.626223443
Europe,Norway,2004,82.1,men,26.5,135,5.46,1450,101,379,2279.648,0.652354459
Asia,Oman,2004,76.2,men,25.8,130,4.97,37.4,29.4,30.4,1373.279,3.018975496
Asia,Pakistan,2004,64.6,men,22.1,126,4.5,11600,2660,3820,80814.409,2.316364995
Americas,Panama,2004,78.6,men,25.8,129,4.72,180,49.2,190,1645.867,1.852176168
Oceania,Papua New Guinea,2004,65.6,men,24.7,122,4.63,324,112,214,3231.399,2.114078721
Americas,Paraguay,2004,73.2,men,25.2,130,4.68,377,60.6,257,2908.967,1.746712519
Americas,Peru,2004,74.9,men,24.4,125,4.71,947,602,1860,13771.465,0.920565863
Asia,Philippines,2004,71,men,22.6,126,4.69,6980,2980,1240,42571.483,1.963743224
Europe,Poland,2004,79.1,men,26.3,134,5.27,16800,875,4100,18601.395,-0.165069508
Europe,Portugal,2004,81.5,men,26.4,135,5.23,2930,518,1940,5063.594,0.430712524
Asia,Qatar,2004,78.3,men,27.6,131,5.19,22.8,13.7,10.9,493.93,12.30480296
Europe,Romania,2004,75.6,men,25,133,4.91,7300,1390,2650,10525.161,-0.727587273
Africa,Rwanda,2004,54.8,men,22.2,134,4.07,79.6,137,123,4246.496,1.459789487
Oceania,Samoa,2004,74.1,men,29.7,132,4.49,4.54,3.93,5.56,92.659,0.495650854
Africa,Sao Tome and Principe,2004,66.1,men,23,136,3.95,7.08,0.94,5.59,75.996,2.27850827
Asia,Saudi Arabia,2004,74.7,men,27.4,129,4.74,462,583,243,12823.919,3.579349843
Africa,Senegal,2004,61.4,men,21.6,132,4.08,191,509,230,5285.42,2.449978436
Europe,Serbia,2004,75.5,men,26.2,137,4.9,4300,491,1060,4525.796,-0.568494391
Africa,Seychelles,2004,76.9,men,25,136,5.25,8.47,2.38,3.13,43.529,1.989222118
Africa,Sierra Leone,2004,43.8,men,22.1,133,3.8,95,288,135,2699.01,4.513098165
Asia,Singapore,2004,82.4,men,23.8,128,5.12,714,317,347,2110.244,0.869191132
Europe,Slovenia,2004,80.9,men,27.1,136,5.22,911,97.5,324,972.358,0.108307784
Oceania,Solomon Islands,2004,66.9,men,26.7,125,4.46,25.9,20.5,15.8,234.585,2.431260561
Africa,Somalia,2004,53.7,men,21.7,132,4.22,89,130,167,5069.267,3.187614882
Africa,South Africa,2004,55.5,men,25.6,132,4.44,3920,1340,1130,23315.48,1.227429494
Europe,Spain,2004,83.6,men,27.1,130,5.29,19300,3150,5840,21345.786,1.773365997
Asia,Sri Lanka,2004,77.4,men,21.7,128,4.48,800,249,475,9584.487,0.60407663
Africa,Sudan,2004,61.9,men,21.9,132,4.48,864,906,596,15154.121,2.541665085
Americas,Suriname,2004,72.1,men,25,129,4.53,31.8,14.2,15.2,249.057,1.165780484
Europe,Sweden,2004,82.5,men,26.1,132,5.26,1970,344,724,4455.064,0.501598415
Europe,Switzerland,2004,83.4,men,26,131,5.37,2440,504,625,3582.544,0.811717822
Asia,Tajikistan,2004,70.3,men,23.4,131,4.18,151,124,390,3346.676,1.922647626
Asia,Thailand,2004,75.3,men,22.7,124,4.93,9460,10600,2020,31990.802,0.613722028
Asia,Timor-Leste,2004,64.6,men,20.6,125,4.24,27.5,12.5,14.5,490.869,2.608326662
Africa,Togo,2004,55,men,21.6,132,3.88,113,263,130,2704.399,2.60764815
Oceania,Tonga,2004,73.9,men,30.4,130,5.05,13,12.9,6.38,50.423,0.316329779
Americas,Trinidad and Tobago,2004,72.6,men,25.9,130,4.59,96.6,17.6,44.9,640.465,0.44004711
Africa,Tunisia,2004,76.6,men,24.7,129,4.59,1350,94.2,270,5021.588,0.645026812
Asia,Turkey,2004,75.6,men,26.1,125,4.72,14900,1310,4230,32985.599,1.382156241
Asia,Turkmenistan,2004,68.6,men,24.7,132,4.53,179,84,220,2313.874,1.012184985
Africa,Uganda,2004,53.4,men,22.1,134,4.04,332,528,395,13216.406,3.252695945
Europe,Ukraine,2004,73.3,men,24.9,136,4.8,17400,1090,9160,21921.877,-0.844769132
Asia,United Arab Emirates,2004,76.6,men,27.5,128,5.23,75.2,52.7,37.3,2815.233,10.91432725
Europe,United Kingdom,2004,81,men,27,133,5.48,24300,2190,6460,29287.102,0.624853184
Americas,United States,2004,80,men,28.1,124,5.18,117000,13200,15400,144227.349,0.908823693
Americas,Uruguay,2004,79.2,men,26.1,132,4.93,1070,63.1,463,1603.184,-0.136914454
Asia,Uzbekistan,2004,71.3,men,24.9,127,4.31,1230,493,1400,12957.09,1.261520499
Oceania,Vanuatu,2004,70.9,men,26.3,134,4.62,12.8,4.28,6.78,104.208,2.540688407
Asia,Yemen,2004,62.9,men,24.2,128,4.48,601,314,409,9849.046,2.918293142
Africa,Zambia,2004,50,men,20.4,132,4.33,128,192,265,5712.85,2.548835386
Africa,Zimbabwe,2004,45.8,men,21.9,131,4.19,331,482,318,5776.947,-0.133974174
Asia,Afghanistan,2005,59.7,men,20.6,125,4.13,1050,216,902,13239.684,3.728989482
Europe,Albania,2005,78.2,men,26.1,133,4.9,649,199,294,1551.975,-0.766704647
Africa,Algeria,2005,74.1,men,24.3,130,4.69,1070,213,555,16766.027,1.350291274
Africa,Angola,2005,55.4,men,21.8,133,4.35,302,461,287,9639.47,3.536080441
Americas,Antigua and Barbuda,2005,76.9,men,25.4,132,4.76,3.73,1.77,5.11,38.63,1.633823568
Americas,Argentina,2005,78.6,men,27.2,127,5.04,7030,978,3270,18897.365,1.075313159
Asia,Armenia,2005,75.6,men,24.8,135,4.68,923,172,326,1401.87,-0.644030966
Oceania,Australia,2005,83.3,men,27.3,129,5.21,5920,791,1620,10070.069,1.526434953
Europe,Austria,2005,82.3,men,26.2,132,5.36,2790,624,939,4012.059,0.474819182
Asia,Azerbaijan,2005,71.8,men,25.1,132,4.5,873,279,905,4206.809,1.217528679
Americas,Bahamas,2005,76.8,men,26.9,132,5.04,26.3,8.05,18.6,157.773,1.839623555
Asia,Bahrain,2005,76.3,men,27.4,131,5.07,45.3,9.01,12.4,534.14,8.302868463
Asia,Bangladesh,2005,68.7,men,20.3,126,4.28,10300,1630,3720,71221.594,1.390450213
Americas,Barbados,2005,76.4,men,26.1,130,4.73,20.1,7.3,28.5,132.646,0.360142241
Europe,Belarus,2005,74.3,men,25.7,136,5.03,3460,223,1940,4463.986,-0.692860786
